"HHID","SID","personality__satisfaction_satHealth.2005","personality__satisfaction_satHealth.2009","personality__satisfaction_satHealth.2013","personality__satisfaction_satIncome.2005","personality__satisfaction_satIncome.2009","personality__satisfaction_satIncome.2013","personality__satisfaction_satLife.2005","personality__satisfaction_satLife.2009","personality__satisfaction_satLife.2013","personality__A_coarse.2005","personality__A_coarse.2009","personality__A_coarse.2013","personality__A_forgive.2005","personality__A_forgive.2009","personality__A_forgive.2013","personality__A_friendly.2005","personality__A_friendly.2009","personality__A_friendly.2013","personality__C_efficient.2005","personality__C_efficient.2009","personality__C_efficient.2013","personality__C_lazy.2005","personality__C_lazy.2009","personality__C_lazy.2013","personality__C_thorough.2005","personality__C_thorough.2009","personality__C_thorough.2013","personality__E_cmmnctv.2005","personality__E_cmmnctv.2009","personality__E_cmmnctv.2013","personality__E_reserved.2005","personality__E_reserved.2009","personality__E_reserved.2013","personality__E_sociable.2005","personality__E_sociable.2009","personality__E_sociable.2013","personality__N_dealStrss.2005","personality__N_dealStrss.2009","personality__N_dealStrss.2013","personality__N_nervous.2005","personality__N_nervous.2009","personality__N_nervous.2013","personality__N_worry.2005","personality__N_worry.2009","personality__N_worry.2013","personality__O_artExp.2005","personality__O_artExp.2009","personality__O_artExp.2013","personality__O_imagn.2005","personality__O_imagn.2009","personality__O_imagn.2013","personality__O_original.2005","personality__O_original.2009","personality__O_original.2013","predictor__currHealth_currHealth.2005","DOB","Sex","Age"
2149861,21498601,NA,NA,7,NA,NA,6,NA,NA,6,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1975,1,30
2149861,21498602,NA,NA,3,NA,NA,3,NA,NA,3,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1978,2,27
2149942,21499401,NA,NA,6,NA,NA,4,NA,NA,2,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1972,1,33
2149942,21499402,NA,NA,8,NA,NA,3,NA,NA,8,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1976,2,29
2149985,21499801,NA,NA,4,NA,NA,9,NA,NA,6,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1966,1,39
2149985,21499802,NA,NA,8,NA,NA,7,NA,NA,5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1975,2,30
2150070,21500701,NA,NA,9,NA,NA,1,NA,NA,5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1972,1,33
2150070,21500702,NA,NA,5,NA,NA,2,NA,NA,5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1989,2,16
2150070,21500704,NA,NA,6,NA,NA,0,NA,NA,6,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1991,2,14
2150070,21543802,NA,NA,9,NA,NA,0,NA,NA,8,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1970,1,35
2150193,21501901,NA,NA,7,NA,NA,7,NA,NA,8,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1984,1,21
2150193,21501902,NA,NA,8,NA,NA,7,NA,NA,6,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1987,2,18
2150355,21503501,NA,NA,8,NA,NA,5,NA,NA,8,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1981,1,24
2150355,21503502,NA,NA,9,NA,NA,6,NA,NA,9,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1989,2,16
2150363,21503601,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1978,1,27
2150363,21503602,NA,NA,10,NA,NA,7,NA,NA,10,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1985,2,20
2150401,21504001,NA,NA,9,NA,NA,9,NA,NA,8,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1980,1,25
2150401,21504002,NA,NA,9,NA,NA,9,NA,NA,10,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1980,2,25
2150703,21507001,NA,NA,9,NA,NA,5,NA,NA,9,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1969,1,36
2150703,21507002,NA,NA,8,NA,NA,6,NA,NA,8,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1974,2,31
2150746,21507401,NA,NA,8,NA,NA,7,NA,NA,9,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1978,1,27
2150746,21507402,NA,NA,8,NA,NA,7,NA,NA,9,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1979,2,26
2150886,21508801,NA,NA,8,NA,NA,6,NA,NA,8,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1980,1,25
2150886,21508802,NA,NA,5,NA,NA,3,NA,NA,7,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1983,2,22
2150983,21509801,NA,NA,8,NA,NA,9,NA,NA,9,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1981,2,24
2150983,21509802,NA,NA,7,NA,NA,8,NA,NA,8,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1986,1,19
2151017,21510101,NA,NA,6,NA,NA,6,NA,NA,8,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1974,1,31
2151017,21510102,NA,NA,9,NA,NA,8,NA,NA,8,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1978,2,27
2151092,21510901,NA,NA,5,NA,NA,3,NA,NA,7,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1968,1,37
2151092,21510902,NA,NA,9,NA,NA,8,NA,NA,9,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1977,2,28
2151114,21511101,NA,NA,4,NA,NA,3,NA,NA,7,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1975,1,30
2151114,21511102,NA,NA,3,NA,NA,8,NA,NA,8,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1976,2,29
2151122,21511201,NA,NA,9,NA,NA,8,NA,NA,9,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1976,1,29
2151122,21511202,NA,NA,8,NA,NA,8,NA,NA,8,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1978,2,27
2151181,21511801,NA,NA,9,NA,NA,10,NA,NA,9,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1978,1,27
2151181,21511802,NA,NA,8,NA,NA,10,NA,NA,8,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1980,2,25
2151254,21512501,NA,NA,8,NA,NA,8,NA,NA,9,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1983,1,22
2151254,21512502,NA,NA,9,NA,NA,9,NA,NA,8,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1988,2,17
2151327,21513201,NA,NA,8,NA,NA,7,NA,NA,8,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1975,2,30
2151327,21513202,NA,NA,6,NA,NA,8,NA,NA,8,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1966,1,39
2151327,21513203,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1994,2,11
2151360,21513601,NA,NA,8,NA,NA,7,NA,NA,8,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1977,2,28
2151432,21514301,NA,NA,6,NA,NA,5,NA,NA,7,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1968,1,37
2151432,21514302,NA,NA,7,NA,NA,2,NA,NA,5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1983,2,22
2151440,21514401,NA,NA,10,NA,NA,7,NA,NA,7,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1974,1,31
2151440,21514402,NA,NA,10,NA,NA,7,NA,NA,9,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1980,2,25
2151548,21515401,NA,NA,8,NA,NA,8,NA,NA,9,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1971,1,34
2151548,21515402,NA,NA,9,NA,NA,8,NA,NA,10,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1972,2,33
2151629,21516201,NA,NA,9,NA,NA,1,NA,NA,8,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1971,2,34
2151637,21516301,NA,NA,4,NA,NA,8,NA,NA,6,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1975,2,30
2151637,21516302,NA,NA,7,NA,NA,4,NA,NA,4,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1976,1,29
2151750,21517501,NA,NA,4,NA,NA,4,NA,NA,6,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1972,2,33
2151840,21518401,NA,NA,6,NA,NA,9,NA,NA,9,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1975,2,30
2151840,21518402,NA,NA,7,NA,NA,10,NA,NA,8,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1973,1,32
2151890,21518901,NA,NA,7,NA,NA,7,NA,NA,8,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1978,2,27
2151890,21518902,NA,NA,7,NA,NA,7,NA,NA,8,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1978,1,27
2151920,21519201,NA,NA,8,NA,NA,8,NA,NA,8,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1966,1,39
2151920,21519202,NA,NA,6,NA,NA,8,NA,NA,7,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1967,2,38
2151947,21519401,NA,NA,10,NA,NA,-1,NA,NA,8,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1975,2,30
2151971,21519701,NA,NA,8,NA,NA,8,NA,NA,9,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1978,1,27
2151971,21519702,NA,NA,8,NA,NA,9,NA,NA,9,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1982,2,23
2151998,21519901,NA,NA,7,NA,NA,6,NA,NA,7,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1975,1,30
2151998,21519902,NA,NA,5,NA,NA,5,NA,NA,7,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1977,2,28
2152005,21520001,NA,NA,9,NA,NA,6,NA,NA,8,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1977,2,28
2152153,21521501,NA,NA,9,NA,NA,9,NA,NA,8,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1974,1,31
2152153,21521502,NA,NA,6,NA,NA,7,NA,NA,7,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1980,2,25
2152161,21521601,NA,NA,5,NA,NA,5,NA,NA,7,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1982,2,23
2152161,21521602,NA,NA,5,NA,NA,4,NA,NA,6,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1984,1,21
2152269,21522602,NA,NA,8,NA,NA,7,NA,NA,7,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1982,2,23
2152340,21523401,NA,NA,8,NA,NA,7,NA,NA,9,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1976,1,29
2152340,21523402,NA,NA,8,NA,NA,8,NA,NA,9,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1977,2,28
2152366,21523601,NA,NA,8,NA,NA,8,NA,NA,8,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1979,1,26
2152366,21523602,NA,NA,6,NA,NA,8,NA,NA,9,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1981,2,24
2152404,21524001,NA,NA,8,NA,NA,8,NA,NA,8,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,NA,-5,NA,1977,1,28
